province,watershed,site_name,monitor_time,water_quality_class,water_temperature,ph_value,dissolved_oxygen,conductivity,turbidity,permanganate_index,ammonia_nitrogen,total_phosphorus,total_nitrogen,chlorophyll_a,algae_density,site_status,longitude,latitude,formatted_address,match_level
湖北省,长江流域,牛山湖湖心,2023-01-05 00:18:00,Ⅱ,8.3,7.73,10.51,197.2,5.9,2.84,0.025,0.021,0.51,0.005,751950,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-05 04:19:00,Ⅱ,8,7.76,10.66,197.7,5.6,2.94,0.025,0.02,0.57,0.007,717025,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-05 08:20:00,Ⅱ,7.6,7.75,10.95,198,5.6,2.69,0.025,0.019,0.51,0.007,714150,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-05 12:20:00,Ⅱ,7.9,7.75,10.57,198.5,5.1,2.68,0.025,0.02,0.48,0.007,685584,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-05 16:21:00,Ⅱ,8.2,7.73,10.8,198.1,4.9,2.79,0.025,0.02,0.54,0.004,490655,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-05 20:22:00,Ⅱ,8.7,7.94,11.64,199,5.7,2.86,0.025,0.02,0.46,0.004,145792,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-06 00:22:00,Ⅱ,8.4,7.98,11.71,199,6,2.74,0.025,0.021,0.55,0.007,375989,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-06 04:23:00,Ⅱ,8.3,7.92,11.49,198.9,5.5,2.98,0.025,0.02,0.59,0.008,490599,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-06 08:24:00,Ⅱ,8.1,7.88,11.32,198.9,6.4,2.77,0.025,0.022,0.57,0.011,975737,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-06 12:25:00,Ⅱ,7.7,7.79,11.24,198.6,6.8,2.6,0.025,0.021,0.53,0.009,486638,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-06 16:25:00,Ⅱ,8.2,7.79,11.31,198.3,7.1,2.66,0.025,0.02,0.53,0.008,493312,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-06 20:26:00,Ⅱ,8.4,7.83,10.97,198.6,6.7,2.84,0.025,0.02,0.46,0.008,637188,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-07 00:27:00,Ⅱ,8.3,7.78,10.8,198.7,6.5,2.66,0.025,0.022,0.55,0.008,462016,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-07 04:27:00,Ⅱ,8.3,7.74,10.61,198.7,6.3,2.66,0.025,0.023,0.55,0.006,633590,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-07 08:28:00,Ⅱ,8.2,7.72,10.5,198.5,6.2,2.64,0.025,0.02,0.55,0.008,316238,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-07 12:29:00,Ⅱ,8.5,7.74,10.59,198.3,6.1,2.67,0.025,0.02,0.51,0.005,261934,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-07 16:30:00,Ⅱ,9.9,7.71,10.44,197.1,7.3,2.71,0.025,0.02,0.42,0.004,241132,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-07 20:30:00,Ⅱ,9.6,7.72,10.63,197.2,7.3,2.61,0.025,0.019,0.34,0.008,477426,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-08 00:31:00,Ⅱ,8.7,7.76,10.91,197.8,6.7,2.69,0.025,0.02,0.42,0.009,469332,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-08 04:32:00,Ⅱ,8.7,7.76,10.72,198,6,2.69,0.025,0.021,0.51,0.009,408106,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-08 08:32:00,Ⅱ,8.6,7.76,10.7,198,6,2.65,0.025,0.019,0.47,0.009,291060,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-08 12:33:00,Ⅱ,9.7,7.76,10.77,197.2,5.8,2.67,0.025,0.018,0.47,0.003,60117,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-08 16:34:00,Ⅱ,9.8,7.83,10.94,197.8,6,2.68,0.025,0.02,0.33,0.004,150382,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-08 20:35:00,Ⅱ,9.7,7.91,11.31,198.4,5.7,2.75,0.025,0.018,0.28,0.007,299578,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-09 00:35:00,Ⅱ,9.6,7.82,10.99,198.2,5.5,2.94,0.025,0.019,0.39,0.008,418263,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-09 04:36:00,Ⅱ,9.3,7.74,10.8,197.6,6.9,2.94,0.025,0.02,0.39,0.009,505147,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-09 08:37:00,Ⅱ,8.6,7.7,10.73,198.3,6.7,2.67,0.025,0.019,0.45,0.008,381627,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-09 12:37:00,Ⅱ,9,7.67,10.6,197.7,6.8,2.62,0.025,0.022,0.47,0.004,237283,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-09 16:38:00,Ⅱ,9.6,7.76,10.7,198,7.2,2.71,0.025,0.018,0.36,0.007,299483,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-09 20:39:00,Ⅱ,9.1,7.81,11.23,198.8,8.8,2.89,0.025,0.018,0.37,0.008,327577,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-10 00:39:00,Ⅱ,9.2,7.82,11.23,198.8,8.7,2.81,0.025,0.018,0.44,0.009,446465,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-10 04:40:00,Ⅱ,9.1,7.78,11.14,198.7,9.1,2.81,0.025,0.021,0.44,0.009,445768,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-10 08:41:00,Ⅱ,8.9,7.75,10.95,198.5,8.9,2.82,0.025,0.022,0.47,0.008,414216,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-10 12:42:00,Ⅱ,9.2,7.78,11.01,198.5,9.3,2.71,0.025,0.018,0.52,0.007,595215,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-10 16:42:00,Ⅱ,10.1,7.88,11.04,197,9.8,2.78,0.025,0.023,0.46,0.007,546656,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-10 17:31:00,Ⅱ,10.1,7.88,11.04,197,9.8,3.02,0.025,0.023,0.41,0.007,546656,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-10 21:32:00,Ⅱ,9.8,7.88,11.09,198.5,8.3,2.81,0.025,0.021,0.48,0.019,511500,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-11 01:33:00,Ⅱ,9.2,7.73,10.94,198.9,10.8,2.81,0.025,0.024,0.55,0.008,387909,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-11 05:33:00,Ⅱ,9.1,7.7,10.72,199,10.4,3.03,0.025,0.022,0.52,0.008,356384,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-11 09:34:00,Ⅱ,8.9,7.73,10.93,199,8,2.82,0.025,0.022,0.48,0.008,325331,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-11 13:35:00,Ⅱ,9.6,7.81,11.01,199.2,7.3,2.9,0.025,0.018,0.27,0.005,299958,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-11 17:36:00,Ⅱ,10,7.89,11.18,206,5.3,2.95,0.025,0.018,0.37,0.004,121224,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-11 21:36:00,Ⅱ,10.6,7.88,11.14,205,4.9,3.25,0.025,0.019,0.41,0.007,492268,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-12 01:37:00,Ⅱ,9.9,7.83,11.19,206,5.7,3.25,0.025,0.02,0.47,0.009,362891,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-12 05:38:00,Ⅱ,9.9,7.83,11.19,206,5.7,3.03,0.025,0.02,0.47,0.009,362891,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-12 13:39:00,Ⅱ,9.9,7.84,11.27,205.1,6,3.06,0.025,0.02,0.41,0.006,394991,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-12 17:40:00,Ⅱ,10.7,7.96,11.41,204.3,7.2,3.17,0.025,0.021,0.37,0.009,372035,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-12 21:40:00,Ⅱ,11.1,7.94,11.3,204.6,6,2.94,0.025,0.019,0.36,0.009,376161,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-13 01:41:00,Ⅱ,10.9,7.91,11.23,204.6,6,2.94,0.025,0.019,0.38,0.009,311747,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-13 05:42:00,Ⅱ,10.8,7.88,11.1,204.6,5.7,2.83,0.025,0.019,0.41,0.01,528178,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-13 09:43:00,Ⅱ,10.7,7.83,10.98,204.2,5.8,2.88,0.025,0.017,0.47,0.009,277832,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-13 13:43:00,Ⅱ,10.6,7.87,11.34,204.2,6.3,2.98,0.025,0.02,0.36,0.008,435038,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-13 17:44:00,Ⅱ,10.2,7.75,10.82,204.1,7,3,0.025,0.018,0.39,0.007,276392,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-13 21:45:00,Ⅱ,10.1,7.68,10.47,204.3,7.8,2.88,0.025,0.018,0.39,0.007,275478,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-14 01:45:00,Ⅱ,9.8,7.67,10.49,204.3,8.7,2.88,0.025,0.021,0.44,0.007,273753,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-14 05:46:00,Ⅱ,9.7,7.63,10.32,203.5,11.1,2.89,0.025,0.021,0.46,0.008,454554,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-14 09:47:00,Ⅲ,9.4,7.62,10.37,204,29.6,3.47,0.025,0.031,0.6,0.007,902717,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-14 13:48:00,Ⅲ,9.1,7.66,10.74,204.1,55.9,4.73,0.025,0.033,0.62,0.007,1759109,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-14 17:48:00,Ⅲ,8.8,7.71,10.94,204.5,52.7,4.52,0.025,0.034,0.58,0.007,1741623,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-14 21:49:00,Ⅲ,8.5,7.72,11.07,204.9,58.1,4.56,0.025,0.035,0.63,0.008,1905481,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-15 01:50:00,Ⅲ,8.1,7.75,11.17,204.6,48.8,4.56,0.025,0.035,0.74,0.007,1683396,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-15 05:50:00,Ⅲ,7.9,7.78,11.21,204.7,40.7,3.64,0.025,0.036,0.7,0.009,1729007,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-15 09:51:00,Ⅲ,7.3,7.76,11.35,204.8,50.7,3.61,0.025,0.03,0.42,0.008,1876218,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-15 13:52:00,Ⅲ,6.7,7.78,11.54,204.4,36.1,3.23,0.025,0.033,0.73,0.008,1510277,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-15 17:52:00,Ⅲ,6.2,7.84,11.78,204.6,23.3,3.19,0.025,0.028,0.77,0.007,911342,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-15 21:53:00,Ⅲ,6.6,7.82,11.58,204.5,24,2.94,0.025,0.028,0.78,0.008,949470,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-16 01:54:00,Ⅲ,6.5,7.78,11.5,204.4,26.6,2.94,0.025,0.028,0.76,0.008,1000797,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-16 05:55:00,Ⅲ,6.2,7.78,11.46,204.9,39.2,3.08,0.025,0.037,0.59,0.008,1656109,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-16 13:56:00,Ⅲ,6,7.82,11.48,204.6,35.8,3.13,0.025,0.039,0.58,0.007,1538276,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-16 17:57:00,Ⅲ,6.4,7.87,11.46,204.7,33.8,3.05,0.025,0.035,0.6,0.008,1482102,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-16 21:57:00,Ⅲ,6.2,7.8,11.46,204.7,30.6,3.15,0.025,0.033,0.72,0.009,1646422,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-17 01:58:00,Ⅲ,6,7.76,11.37,204.7,28.1,3.15,0.025,0.032,0.77,0.009,1343407,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-17 05:59:00,Ⅲ,6,7.73,11.25,204.9,25.4,2.9,0.025,0.032,0.66,0.009,1286701,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-17 09:59:00,Ⅲ,6,7.7,11.15,205,24.5,2.84,0.025,0.028,0.65,0.008,1201585,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-17 14:00:00,Ⅲ,6.7,7.82,11.24,204.7,22.6,2.98,0.025,0.034,0.6,0.005,887592,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-17 18:01:00,Ⅲ,6.7,7.83,11.51,204.3,23.5,2.98,0.025,0.03,0.64,0.008,1005844,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-17 22:01:00,Ⅲ,6.2,7.74,11.32,204.9,23.9,2.85,0.025,0.03,0.7,0.006,1075084,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-18 02:02:00,Ⅲ,6.1,7.7,11.18,204.8,23,2.85,0.025,0.029,0.68,0.006,1017575,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-18 06:03:00,Ⅲ,6.3,7.74,10.97,205,21.5,2.75,0.025,0.03,0.62,0.006,1262165,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-18 10:04:00,Ⅲ,6.1,7.73,10.96,205.2,20,2.76,0.025,0.027,0.62,0.006,1011532,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-18 14:04:00,Ⅲ,6.8,7.79,11.03,204.9,18.3,2.75,0.025,0.03,0.53,0.003,777640,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-18 18:05:00,Ⅲ,6.9,7.8,11.3,204.3,17.8,2.88,0.025,0.026,0.47,0.005,839913,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-18 22:06:00,Ⅲ,6.9,7.78,11.13,205,16,3.05,0.025,0.028,0.58,0.006,1030558,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-19 02:06:00,Ⅲ,6.9,7.77,11.07,205.1,15.2,3.05,0.025,0.027,0.62,0.009,1055368,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-19 06:07:00,Ⅲ,6.8,7.76,11.03,205.1,15.1,2.78,0.025,0.03,0.52,0.009,1496303,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-19 10:08:00,Ⅲ,6.6,7.72,10.93,204.6,14.9,2.77,0.025,0.026,0.58,0.006,801119,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-28 10:21:00,Ⅱ,5.4,7.76,11.32,206.1,5.7,2.48,0.025,0.02,0.52,0.006,187347,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-28 14:22:00,Ⅱ,5.9,7.83,11.36,205.6,5.4,2.82,0.025,0.021,0.44,0.003,351703,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-28 18:22:00,Ⅱ,5.7,7.73,11.66,205.8,5,2.7,0.025,0.018,0.37,0.004,326925,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-28 22:23:00,Ⅱ,6,7.74,11.36,205.9,4.6,2.6,0.025,0.021,0.47,0.005,435243,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-29 02:24:00,Ⅱ,5.9,7.72,11.25,205.6,4.4,2.6,0.025,0.021,0.55,0.005,406596,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-29 06:24:00,Ⅱ,5.7,7.71,11.19,205.7,4.4,2.64,0.025,0.021,0.5,0.006,351232,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-29 10:25:00,Ⅱ,5.7,7.69,11.09,205.7,4.2,2.46,0.025,0.019,0.45,0.005,269796,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-29 14:26:00,Ⅱ,6,7.69,11.27,205.5,4.4,2.47,0.025,0.019,0.36,0.002,163733,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
